Team_id,Team,Player,Position,Matchs,On_start_%,Goals,Assists,Total_Points,Points_Average,Last_5_games_points,J_6,J_5,J_4,J_3,J_2,Avg_last_5_games,Value,img,squad_img
1,Athletic Club,Unai Vencedor,MD,2,0,0,0,4,2,"['2', '-', '2', '-', '-']",2,0,2,0,0,0.8,1570000,https://www.comuniate.com/caras3/2907.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Ander Herrera,MD,5,0,0,1,3,3,"['-', '-', '-', '-', '3']",0,0,0,0,3,0.6,6130000,https://www.comuniate.com/caras3/1016.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Malcom Adu,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,320000,https://www.comuniate.com/caras3/3316.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Williams,DL,1,100,0,0,31,5.2,"['3', '4', '2', '4', '13']",3,4,2,4,13,5.2,9970000,https://www.comuniate.com/caras3/1995.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Sancet,DL,2,100,0,0,27,4.5,"['3', '6', '0', '8', '8']",3,6,0,8,8,5.0,5460000,https://www.comuniate.com/caras3/2662.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Guruzeta,DL,1,0,0,0,22,5.5,"['-', '16', '2', '3', '-']",0,16,2,3,0,4.2,2380000,https://www.comuniate.com/caras3/2664.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Raúl García,DL,0,0,0,0,14,2.3,"['3', '4', '1', '2', '-']",3,4,1,2,0,2.0,2980000,https://www.comuniate.com/caras3/415.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
1,Athletic Club,Villalibre,DL,0,17,0,0,4,4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1860000,https://www.comuniate.com/caras3/2338.png,https://www.comuniate.com/intranet/equipos/fotos/1.jpg
2,Club Atlético de Madrid,Oblak,PT,6,83,0,0,23,4.6,"['3', '7', '6', '-', '1']",3,7,6,0,1,3.4,5560000,https://www.comuniate.com/caras3/1897.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Ivo Grbic,PT,6,17,0,0,5,2.5,"['-', '-', '2', '3', '-']",0,0,2,3,0,1.0,620000,https://www.comuniate.com/caras3/2971.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Reinildo Mandava,DF,6,100,0,1,28,4.7,"['4', '6', '6', '5', '2']",4,6,6,5,2,4.6,5040000,https://www.comuniate.com/caras3/3232.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,José Giménez,DF,5,33,0,0,16,5.3,"['2', '7', '7', '-', '-']",2,7,7,0,0,3.2,3990000,https://www.comuniate.com/caras3/1676.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Mario Hermoso,DF,6,17,0,3,14,4.7,"['-', '-', '2', '4', '8']",0,0,2,4,8,2.8,1000000,https://www.comuniate.com/caras3/2434.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Savic,DF,6,33,3,0,10,5,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,4520000,https://www.comuniate.com/caras3/2109.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Nahuel Molina,DF,5,50,0,0,4,1.3,"['-4', '-', '-', '3', '-']",-4,0,0,3,0,-0.2,5830000,https://www.comuniate.com/caras3/3305.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Felipe,DF,6,17,1,0,2,2,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,1020000,https://www.comuniate.com/caras3/2776.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Reguilón,DF,6,0,1,1,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,2660000,https://www.comuniate.com/caras3/2683.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Rodrigo de Paul,MD,4,67,0,1,38,6.3,"['4', '5', '2', '15', '8']",4,5,2,15,8,6.8,5780000,https://www.comuniate.com/caras3/1846.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Ferreira Carrasco,MD,3,67,0,0,31,5.2,"['3', '2', '6', '11', '4']",3,2,6,11,4,5.2,8000000,https://www.comuniate.com/caras3/2095.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Koke,MD,4,83,0,1,25,4.2,"['6', '3', '3', '5', '4']",6,3,3,5,4,4.2,7050000,https://www.comuniate.com/caras3/1083.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Marcos Llorente,MD,5,83,0,0,23,4.6,"['3', '6', '7', '-', '3']",3,6,7,0,3,3.8,7870000,https://www.comuniate.com/caras3/2158.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Witsel,MD,3,100,0,0,22,3.7,"['4', '6', '2', '4', '2']",4,6,2,4,2,3.6,4890000,https://www.comuniate.com/caras3/3289.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Lemar,MD,2,50,0,0,21,5.3,"['4', '9', '-', '4', '-']",4,9,0,4,0,3.4,4680000,https://www.comuniate.com/caras3/2596.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Kondogbia,MD,6,50,2,0,16,4,"['-', '5', '1', '8', '2']",0,5,1,8,2,3.2,3750000,https://www.comuniate.com/caras3/1555.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Saúl Ñíguez,MD,6,50,1,0,14,2.8,"['-', '4', '2', '2', '1']",0,4,2,2,1,1.8,3040000,https://www.comuniate.com/caras3/1746.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Carlos Martín,MD,3,0,1,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,180000,https://www.comuniate.com/caras3/3182.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Morata,DL,2,83,0,0,44,7.3,"['7', '3', '11', '4', '3']",7,3,11,4,3,5.6,17300000,https://www.comuniate.com/caras3/1254.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Griezmann,DL,1,17,0,0,36,6,"['4', '8', '3', '2', '7']",4,8,3,2,7,4.8,13960000,https://www.comuniate.com/caras3/1153.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,João Félix,DL,5,83,0,0,27,4.5,"['5', '5', '1', '2', '1']",5,5,1,2,1,2.8,15560000,https://www.comuniate.com/caras3/2792.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Correa,DL,0,17,0,0,21,3.5,"['4', '1', '1', '9', '4']",4,1,1,9,4,3.8,6950000,https://www.comuniate.com/caras3/1870.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
2,Club Atlético de Madrid,Matheus Cunha,DL,0,0,0,0,12,2.4,"['-1', '2', '-', '5', '2']",-1,2,0,5,2,1.6,3740000,https://www.comuniate.com/caras3/3156.png,https://www.comuniate.com/intranet/equipos/fotos/62.jpg
3,CA Osasuna,Sergio Herrera,PT,6,100,0,0,23,3.8,"['6', '2', '2', '7', '2']",6,2,2,7,2,3.8,3830000,https://www.comuniate.com/caras3/2774.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Juan Pérez,PT,6,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,170000,https://www.comuniate.com/caras3/2872.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Aitor Fernández,PT,6,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,730000,https://www.comuniate.com/caras3/2633.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,David García Zub.,DF,6,100,0,0,26,4.3,"['7', '5', '4', '4', '3']",7,5,4,4,3,4.6,4140000,https://www.comuniate.com/caras3/2238.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Unai García,DF,6,100,0,0,22,3.7,"['8', '2', '1', '4', '4']",8,2,1,4,4,3.8,2030000,https://www.comuniate.com/caras3/1681.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Juan Cruz,DF,6,100,0,0,21,3.5,"['5', '1', '2', '7', '2']",5,1,2,7,2,3.4,1620000,https://www.comuniate.com/caras3/2975.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Nacho Vidal,DF,6,67,3,0,19,3.2,"['2', '5', '4', '6', '0']",2,5,4,6,0,3.4,3250000,https://www.comuniate.com/caras3/2471.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Rubén Peña,DF,6,50,0,0,15,3.8,"['7', '2', '-', '-', '1']",7,2,0,0,1,2.0,2640000,https://www.comuniate.com/caras3/1608.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Manu Sánchez,DF,6,0,0,0,9,3,"['-', '4', '-', '-', '2']",0,4,0,0,2,1.2,1360000,https://www.comuniate.com/caras3/2876.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Unai Dufur,DF,5,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,https://www.comuniate.com/caras3/3080.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Aridane Hernández,DF,4,0,2,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1410000,https://www.comuniate.com/caras3/2093.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Moi Gómez,MD,4,100,0,1,36,6,"['6', '7', '8', '7', '2']",6,7,8,7,2,6.0,6470000,https://www.comuniate.com/caras3/1462.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Rubén García,MD,5,33,0,1,27,5.4,"['2', '5', '11', '6', '3']",2,5,11,6,3,5.4,4390000,https://www.comuniate.com/caras3/1602.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Brasanac,MD,5,33,1,1,24,4.8,"['6', '-', '6', '5', '5']",6,0,6,5,5,4.4,2410000,https://www.comuniate.com/caras3/2310.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Aimar Oroz,MD,3,67,0,0,23,5.8,"['4', '2', '9', '-', '-']",4,2,9,0,0,3.0,3870000,https://www.comuniate.com/caras3/2953.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Lucas Torró,MD,3,100,0,0,22,3.7,"['4', '2', '2', '6', '4']",4,2,2,6,4,3.6,3500000,https://www.comuniate.com/caras3/2967.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Jon Moncayola,MD,3,67,0,1,17,2.8,"['2', '5', '2', '2', '1']",2,5,2,2,1,2.4,4200000,https://www.comuniate.com/caras3/2851.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Pablo Ibáñez,MD,3,0,0,0,8,2.7,"['-', '-', '4', '2', '-']",0,0,4,2,0,1.2,220000,https://www.comuniate.com/caras3/3311.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Kike Barja,MD,3,17,0,0,5,1.7,"['-', '4', '-', '2', '-']",0,4,0,2,0,1.2,560000,https://www.comuniate.com/caras3/2395.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Roberto Torres,MD,1,0,0,0,2,2,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,900000,https://www.comuniate.com/caras3/1465.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Iker Benito,MD,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240000,https://www.comuniate.com/caras3/3221.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Kike García,DL,0,0,0,0,27,4.5,"['11', '2', '1', '4', '5']",11,2,1,4,5,4.6,4820000,https://www.comuniate.com/caras3/2202.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Ezequiel Ávila,DL,0,100,0,0,25,4.2,"['9', '2', '4', '6', '-5']",9,2,4,6,-5,3.2,12520000,https://www.comuniate.com/caras3/2586.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Abde Ezzalzouli,DL,0,0,0,0,17,5.7,"['-', '-', '8', '4', '5']",0,0,8,4,5,3.4,4860000,https://www.comuniate.com/caras3/3180.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Budimir,DL,0,67,0,0,13,2.6,"['5', '3', '2', '2', '1']",5,3,2,2,1,2.6,5390000,https://www.comuniate.com/caras3/2808.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
3,CA Osasuna,Barbero,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000,https://www.comuniate.com/caras3/3137.png,https://www.comuniate.com/intranet/equipos/fotos/114.jpg
4,RCD Espanyol de Barcelona,Álvaro Fernández,PT,6,50,0,0,10,3.3,"['-', '-', '8', '3', '-1']",0,0,8,3,-1,2.0,2030000,https://www.comuniate.com/caras3/2331.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Joan García,PT,6,0,0,1,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,190000,https://www.comuniate.com/caras3/3214.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Lecomte,PT,6,50,3,0,-2,-0.7,"['0', '-3', '-', '-', '-']",0,-3,0,0,0,-0.6,1820000,https://www.comuniate.com/caras3/3152.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Leandro Cabrera,DF,6,100,0,0,23,3.8,"['5', '4', '6', '-1', '4']",5,4,6,-1,4,3.6,3530000,https://www.comuniate.com/caras3/1019.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Brian Oliván,DF,6,100,0,0,22,3.7,"['2', '1', '6', '3', '4']",2,1,6,3,4,3.2,2080000,https://www.comuniate.com/caras3/2940.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Calero,DF,5,67,0,0,20,4,"['2', '5', '6', '-', '3']",2,5,6,0,3,3.2,1540000,https://www.comuniate.com/caras3/2600.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Rubén Sánchez Sáez,DF,6,50,2,0,18,4.5,"['6', '4', '-', '3', '-']",6,4,0,3,0,2.6,1980000,https://www.comuniate.com/caras3/3185.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Óscar Gil,DF,5,83,0,0,14,2.8,"['0', '2', '7', '4', '-']",0,2,7,4,0,2.6,1830000,https://www.comuniate.com/caras3/2976.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Omar El Hilali,DF,4,17,0,0,7,2.3,"['-', '-', '4', '2', '1']",0,0,4,2,1,1.4,360000,https://www.comuniate.com/caras3/0.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Simo,DF,5,0,0,0,2,2,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,220000,https://www.comuniate.com/caras3/0.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Aleix Vidal,DF,3,0,0,0,2,2,"['-', '-', '2', '-', '-']",0,0,2,0,0,0.4,510000,https://www.comuniate.com/caras3/1716.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Sergi Gómez,DF,3,67,0,0,1,0.3,"['-8', '-', '-', '5', '2']",-8,0,0,5,2,-0.2,1430000,https://www.comuniate.com/caras3/1889.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Adrià Pedrosa,DF,3,0,2,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1090000,https://www.comuniate.com/caras3/2655.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Lluís Recasens,DF,4,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230000,https://www.comuniate.com/caras3/3169.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Sergi Darder,MD,4,100,0,0,42,7,"['8', '6', '10', '5', '11']",8,6,10,5,11,8.0,6930000,https://www.comuniate.com/caras3/1769.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Edu Expósito,MD,3,83,0,0,40,6.7,"['6', '5', '4', '3', '11']",6,5,4,3,11,5.8,5620000,https://www.comuniate.com/caras3/2379.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Vinicius Souza,MD,4,100,0,0,27,4.5,"['7', '4', '6', '5', '3']",7,4,6,5,3,5.0,3620000,https://www.comuniate.com/caras3/3295.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Javi Puado,MD,3,50,0,0,13,2.6,"['2', '2', '3', '2', '4']",2,2,3,2,4,2.6,2010000,https://www.comuniate.com/caras3/2637.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Keidi Bare,MD,1,0,0,0,9,3,"['2', '2', '-', '2', '-']",2,2,0,2,0,1.2,800000,https://www.comuniate.com/caras3/3092.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Nico Melamed,MD,1,33,0,0,9,2.3,"['4', '2', '3', '-', '-']",4,2,3,0,0,1.8,1330000,https://www.comuniate.com/caras3/2915.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Lazo,MD,2,0,0,0,4,2,"['-', '-', '2', '-', '-']",0,0,2,0,0,0.4,740000,https://www.comuniate.com/caras3/2768.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Luca Koleosho,MD,1,0,0,0,3,1.5,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,260000,https://www.comuniate.com/caras3/3255.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Pol Lozano,MD,1,0,0,0,2,2,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,260000,https://www.comuniate.com/caras3/2785.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Gori,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000,https://www.comuniate.com/caras3/3148.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Villahermosa,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,220000,https://www.comuniate.com/caras3/3248.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Joselu,DL,0,100,0,0,41,6.8,"['5', '11', '2', '11', '2']",5,11,2,11,2,6.2,15360000,https://www.comuniate.com/caras3/1341.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Braithwaite,DL,0,50,0,0,17,5.7,"['-', '-', '8', '7', '2']",0,0,8,7,2,3.4,4680000,https://www.comuniate.com/caras3/2717.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
4,RCD Espanyol de Barcelona,Dani Gómez,DL,0,0,0,0,10,2.5,"['-', '2', '2', '3', '3']",0,2,2,3,3,2.0,980000,https://www.comuniate.com/caras3/2966.png,https://www.comuniate.com/intranet/equipos/fotos/12.jpg
5,FC Barcelona,Ter Stegen,PT,6,100,0,0,44,7.3,"['7', '7', '10', '6', '6']",7,7,10,6,6,7.2,6730000,https://www.comuniate.com/caras3/1852.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Iñaki Peña,PT,6,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,500000,https://www.comuniate.com/caras3/3257.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Eric García,DF,6,83,8,2,32,6.4,"['5', '7', '11', '-', '4']",5,7,11,0,4,5.4,4440000,https://www.comuniate.com/caras3/3100.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Kounde,DF,6,50,1,0,28,9.3,"['-', '10', '12', '-', '6']",0,10,12,0,6,5.6,11530000,https://www.comuniate.com/caras3/2818.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Ronald Araujo,DF,6,100,2,2,28,4.7,"['3', '3', '7', '6', '5']",3,3,7,6,5,4.8,8130000,https://www.comuniate.com/caras3/2866.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Alejandro Balde,DF,6,83,0,0,28,5.6,"['5', '5', '2', '4', '12']",5,5,2,4,12,5.6,3290000,https://www.comuniate.com/caras3/3170.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Héctor Bellerín,DF,5,17,0,3,10,5,"['3', '-', '5', '-', '-']",3,0,5,0,0,1.6,3480000,https://www.comuniate.com/caras3/3164.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Christensen,DF,5,33,1,0,10,5,"['4', '-', '-', '-', '-']",4,0,0,0,0,0.8,3700000,https://www.comuniate.com/caras3/3244.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Jordi Alba,DF,4,17,0,0,10,3.3,"['-', '-', '-', '5', '5']",0,0,0,5,5,2.0,4650000,https://www.comuniate.com/caras3/987.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Piqué,DF,6,17,1,1,6,6,"['-', '-', '-', '6', '-']",0,0,0,6,0,1.2,2360000,https://www.comuniate.com/caras3/140.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Marcos Alonso,DF,6,0,1,0,2,2,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,4150000,https://www.comuniate.com/caras3/3345.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
5,FC Barcelona,Pedri,MD,3,83,0,2,43,7.2,"['9', '12', '5', '2', '10']",9,12,5,2,10,7.6,21220000,https://www.comuniate.com/caras3/2969.png,https://www.comuniate.com/intranet/equipos/fotos/5.jpg
