reservation_id,booking_date,checkin_date,checkout_date,channel_code,main_product_code,numberofadults,numberofchildren,persontravellingid,resort_region_code,resort_type_code,room_type_booked_code,roomnights,season_holidayed_code,state_code_residence,state_code_resort,total_pax,member_age_buckets,booking_type_code,memberid,cluster_code,reservationstatusid_code,resort_id
cdc3cf19518e9b75c5da4f01112a6271cb25a569c1a49b06cdbdde8b35687586,27/05/16,04/06/16,07/06/16,3,2,4,0,47,1,1,2,3,2.0,8.0,6,4,F,1,4f64b4eeb62f411e9a8d8d16a24cac5be582af18d7bd5b47af9c648f5118a7d1,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
d9a6e89cf8e7f189b5a48ea33f3b24608fa8b0cdc09145afb6a0de25536503ae,08/12/16,16/12/16,17/12/16,1,2,2,0,47,1,5,4,1,2.0,8.0,1,2,F,1,4f64b4eeb62f411e9a8d8d16a24cac5be582af18d7bd5b47af9c648f5118a7d1,E,A,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4
b255c5ff3839c132fdc38a175de01eaa7ebcdc12f3ec2586cd837de6a04a68f5,30/01/18,01/02/18,02/02/18,2,2,2,0,45,2,7,4,1,2.0,8.0,9,2,F,1,4f64b4eeb62f411e9a8d8d16a24cac5be582af18d7bd5b47af9c648f5118a7d1,B,A,ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a
f0f817d2d3429f6023849605d1a86e215457a2a932f3dc468affd60a601d2fa3,11/09/18,06/10/18,07/10/18,2,2,6,0,45,2,2,3,4,3.0,8.0,2,2,F,1,4f64b4eeb62f411e9a8d8d16a24cac5be582af18d7bd5b47af9c648f5118a7d1,D,A,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
a237fbaebf32fc17802886cc706415d75d8f8e89e2222b4c5abd02742978c3f9,06/10/18,07/10/18,08/10/18,2,2,2,0,45,2,2,4,2,3.0,8.0,2,2,F,1,4f64b4eeb62f411e9a8d8d16a24cac5be582af18d7bd5b47af9c648f5118a7d1,D,A,6208ef0f7750c111548cf90b6ea1d0d0a66f6bff40dbef07cb45ec436263c7d6
6781f4bbf0e4fbcb9929ccda1a637064e301a6c0c4fb332e11c3e52156a23a33,05/04/18,06/04/18,07/04/18,3,2,4,0,47,1,1,3,2,3.0,7.0,6,2,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,C,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
b8b46db467b8c9746553aea05a2faf94858c7ad1f9cf86f1a2a03b9c66576005,23/04/15,02/06/15,05/06/15,1,2,6,0,45,2,4,3,6,2.0,7.0,10,3,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,B,C,0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9
1141dc30cdcd7a3a85a22a44f70dec4b969f6e18c9e1127d8425eab459049e5f,12/06/15,20/09/15,23/09/15,1,2,3,0,45,1,1,3,3,4.0,7.0,6,2,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
6cc58b784cd25c50822c81a5cbe99d11eff835883bc2886a0a9c27c48ed0ec2c,10/08/16,26/08/16,27/08/16,1,2,4,0,45,3,3,1,2,3.0,7.0,5,4,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451
bdb817fa36df8d04a0b19f8762b55a79527681e2abdb2deb3eced1ee547a48e7,31/03/17,26/04/17,27/04/17,3,2,6,0,45,3,3,1,1,2.0,7.0,5,6,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451
e4a2d242d20d4e91781152a30259af033430529ce6461efad46550519eece865,22/05/17,12/07/17,15/07/17,2,2,2,0,47,1,1,2,3,4.0,7.0,6,4,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
ffa636b90ea50a355c44309c6e1d5ed9ada4ed7f5224d94ad94bb9362adfed34,04/10/17,07/10/17,08/10/17,2,2,5,0,45,1,1,2,2,3.0,7.0,6,3,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
1f63229d1e95959fce4c577edaa6bf0251563478b70dfbed43d22dc11e2ea414,28/10/18,01/12/18,02/12/18,2,2,4,0,4752,1,1,2,2,3.0,7.0,6,4,F,1,faca13f20dbef7a6a3457f20ba482c1a4838221f85b9ca22d779da1c2a8a8a5a,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
dd8cdfe7db67ca75e1955cc3e34c8d80f88534820ccfa62794433c4bb38fbd7b,26/03/18,06/04/18,08/04/18,3,1,3,0,45,3,3,3,3,2.0,14.0,3,4,E,1,d9ca6c59075a5b7fd4cc47d655af3d80b9c6d0c75600d42e86123cb59f93bac2,A,A,f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b
8cad4710c9f62c49b0890279bf7aa6c7f8c9de4e6fd118ad4a8788486657a473,06/11/15,15/12/15,17/12/15,1,1,5,2,45,1,1,3,4,2.0,14.0,6,3,E,1,d9ca6c59075a5b7fd4cc47d655af3d80b9c6d0c75600d42e86123cb59f93bac2,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
f4ffb59d4a505cf7cdef5b85211dff3b27117eb5a948b0704b865aa29f2fc37b,02/12/16,16/03/17,19/03/17,1,1,3,0,45,2,4,2,3,3.0,14.0,10,5,E,1,d9ca6c59075a5b7fd4cc47d655af3d80b9c6d0c75600d42e86123cb59f93bac2,B,A,0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9
dc97430e8b6bf7969e4c69f7f4e410364a7195ba315fc602f9b9231334bc7ad7,09/03/18,08/04/18,09/04/18,1,1,3,0,45,3,3,2,2,2.0,14.0,3,6,E,1,d9ca6c59075a5b7fd4cc47d655af3d80b9c6d0c75600d42e86123cb59f93bac2,A,A,3e1e967e9b793e908f8eae83c74dba9bcccce6a5535b4b462bd9994537bfe15c
f5a867aedfa595d4c087cfea3b8970366714207ea90d8de813a1001af688a1c4,01/08/18,05/11/18,11/11/18,1,1,4,0,45,2,4,2,6,1.0,14.0,13,5,E,1,d9ca6c59075a5b7fd4cc47d655af3d80b9c6d0c75600d42e86123cb59f93bac2,B,A,8722616204217eddb39e7df969e0698aed8e599ba62ed2de1ce49b03ade0fede
fdcc1d0cde2e14711f17d6763329f7b1cf07bae791a061419fd85fa1c4da2a3b,06/04/18,06/04/18,07/04/18,3,4,2,0,45,3,4,3,1,2.0,5.0,5,2,G,1,c67fd8679331598c578a7451d3b4d425c76ef9fa5574cd78f0793608f3cf7364,F,C,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a
50c0b11ba84b0b6e1c8f3f53dcb0d5186b371c20b7a0fc6f74c8a2b0ab22306b,18/03/17,12/04/17,14/04/17,1,4,2,0,45,2,0,3,2,4.0,5.0,9,2,G,1,c67fd8679331598c578a7451d3b4d425c76ef9fa5574cd78f0793608f3cf7364,B,A,a68b412c4282555f15546cf6e1fc42893b7e07f271557ceb021821098dd66c1b
bc8636d8fee4f0328e3d30ba2eb6de9725e963474c503299b790bad315a99ae9,06/04/18,06/04/18,07/04/18,3,3,2,0,45,1,1,3,1,3.0,1.0,6,2,E,1,8aecac4978a3c56956afa722004ba382d8d6b7426b9e22ea43a6a7fd4de49053,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
f2c503ddf6fa9e70ff5a2b228835fc4b480cff1ed330a4920886c70b253f4aed,22/04/17,12/05/17,15/05/17,3,3,3,0,45,1,1,3,3,1.0,1.0,1,4,E,1,8aecac4978a3c56956afa722004ba382d8d6b7426b9e22ea43a6a7fd4de49053,E,A,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc
75593915fd48723f6db05d067f416fe77de8a01701da1994944192c7cbc33f4a,15/05/18,01/06/18,03/06/18,3,3,3,0,45,1,2,3,2,2.0,1.0,11,3,E,2,8aecac4978a3c56956afa722004ba382d8d6b7426b9e22ea43a6a7fd4de49053,F,A,e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b
6ec2dd92d278aa97f8ab095ac0c0d18a7e9f18753c51c798a25c2d3a7f816212,06/04/18,20/04/12,24/04/12,3,3,2,0,4752,2,2,2,2,3.0,8.0,2,4,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,D,C,98a3ab7c340e8a033e7b37b6ef9428751581760af67bbab2b9e05d4964a8874a
01b536cd3675c39ff273a4aedba0f6aa02a476091f9f100dba9e8f0cd38943ec,01/10/14,22/01/15,25/01/15,1,3,2,2,46,1,5,2,3,3.0,8.0,1,4,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,E,A,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4
cb1c4ab033e6464a61dae105f21a722345e89bf44306513553ae4cfb52dbe5b1,25/08/15,22/11/15,25/11/15,1,3,2,0,45,1,1,2,3,2.0,8.0,6,2,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
35ff125a75c233c6a18837975d36191ff34765352749e28df4b1c920470592c1,31/10/17,05/12/17,08/12/17,3,3,2,0,45,3,3,4,3,4.0,8.0,5,1,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,F,A,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9
d0a0c65c10cffbcfc9f462fb101b3d9ec63dbc21216da090513fe0c1326a543c,23/01/18,10/02/18,13/02/18,1,3,2,1,47,1,1,3,3,4.0,8.0,6,3,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
ec34471d91b2114e38323b99099c9d6d41d57ac9970a0363cba0d7df53fb2bea,29/01/18,01/03/18,03/03/18,1,3,2,0,47,1,5,4,3,3.0,8.0,1,3,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,E,A,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790
ab2a0002e5016b103e683f68d3237428877023401a8a12b99807579046d3f5fa,12/06/18,27/06/18,29/06/18,1,3,2,0,45,2,2,4,2,2.0,8.0,2,3,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,D,A,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
dd7de1d55591432c57c609403c98fb654c25f5eda9cce8e98ececa2fefe331a9,13/12/18,13/12/18,14/12/18,3,3,2,0,46,3,4,4,1,3.0,8.0,5,2,H,1,4e13e5c5482a6eba4e7badc21204f2add76b7203efe407fd4c16f6073acaa02f,F,A,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a
3e9b9de01de63eec646f6062e293fd7efe5f3ca5237d7ce9ba77ab962dd8ab27,06/04/18,18/04/18,20/04/18,3,3,7,0,45,1,1,2,4,2.0,10.0,6,8,F,1,0620d4c621bcb9f171128f36870c0c4542e7c619aa1c03a40e267089bb1cdae6,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
a042504a1c0c66b234f7f3297c4fa65f5058823f7b9e1f1b7f8c19c010367de3,12/01/17,28/01/17,30/01/17,1,3,3,1,45,1,1,3,4,3.0,10.0,6,2,F,1,0620d4c621bcb9f171128f36870c0c4542e7c619aa1c03a40e267089bb1cdae6,F,A,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8
f13be225d91f779de0c4f7b859c21fb4be29594c53dfa00e66a9932ac0fb066e,06/04/18,06/04/18,07/04/18,3,2,2,0,46,2,1,4,1,2.0,8.0,7,2,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,C,C,da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c
6e13d20f03a6aedc98a91ed5d478b5f8f97219793e9ef302dc72ee4273adaa71,08/10/14,26/01/15,29/01/15,3,2,2,0,46,1,5,2,3,2.0,8.0,1,2,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,E,A,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790
551cdf598c652a652a26e3d00d5304a364e764f253b6b30abbe78bbe1234220e,08/10/14,23/01/15,26/01/15,3,2,2,0,46,1,5,2,3,3.0,8.0,1,2,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,E,A,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4
59bb18224d6e0a0bea2380f86dc2fb8b783606a3e9e88df3d20e24332e57b50d,27/09/16,09/10/16,11/10/16,3,2,4,0,45,2,1,2,2,1.0,8.0,7,6,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,C,A,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767
d40383f0fd32392c5c6c84638c06fa753a6dd71ad032cb0232bd3449fa2f99ab,18/04/17,14/06/17,17/06/17,1,2,2,0,45,2,2,3,3,2.0,8.0,2,2,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,D,A,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
854d31d8f81aec638df3c1d1c1b8916bfae0c017bf2cda6bed463ae9fd1be2b5,07/04/18,07/04/18,08/04/18,3,2,2,0,46,2,1,4,1,2.0,8.0,7,2,F,1,13f58f100f8c666b33633cafc3c0b0eb2ce53dc438854b2fe33ba9dcd87e9d83,C,A,da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c
54bf09a310761d2f874666557e3706012d85a47b14d0b8e5bd393344335b3b6f,06/04/18,28/04/12,01/05/12,3,1,3,0,45,1,1,3,7,2.0,8.0,4,3,E,2,da2840cf5dd988b0641f48758a164621c36c26f7c48703a6b3474073367b6762,F,C,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683
62edb02f4f883186b3ecf0642599f6f39e290efdaab4c5fbd24f302a1fdd5e04,06/04/18,25/04/18,27/04/18,3,1,3,0,45,1,1,3,7,2.0,8.0,4,2,E,2,da2840cf5dd988b0641f48758a164621c36c26f7c48703a6b3474073367b6762,F,C,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683
b812c82e48c115a0252fa07c3ec969d54e3aa0e955b550329ffda672644f8e1a,04/09/14,01/01/15,03/01/15,3,1,3,0,45,2,2,3,3,1.0,12.0,2,3,D,1,f770a025e60bd18859cd1e3e7dfbdc6a1ffecbde0e83f6c87d90a55a0b1c6da5,D,A,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
49d1ee29103d88322446624b62545d6c99147cd7569d85823a6d8dc09283ae8c,08/06/15,27/06/15,30/06/15,3,1,8,0,45,2,7,4,12,3.0,12.0,9,3,D,1,f770a025e60bd18859cd1e3e7dfbdc6a1ffecbde0e83f6c87d90a55a0b1c6da5,B,A,ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a
3f8697fe56721fcbf1013e46fef2c6e6beebf8b0e662c650c4c7f214541f2dc9,08/06/15,27/06/15,30/06/15,3,1,8,0,45,2,7,4,12,3.0,12.0,9,3,D,1,f770a025e60bd18859cd1e3e7dfbdc6a1ffecbde0e83f6c87d90a55a0b1c6da5,B,A,ff5a1ae012afa5d4c889c50ad427aaf545d31a4fac04ffc1c4d03d403ba4250a
42d422228f491242f32938315ad4363820b2577ea51a088854aaa8af26000c46,16/09/14,01/01/15,02/01/15,3,1,6,0,45,2,2,3,2,1.0,5.0,2,3,F,1,251035a785a5852611b15b4586e92cda15385553121e9edb6db0e966233fa941,D,A,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
1392defcf6d8f0b94a097f9f108b3e452006b0a8591f211bf17d5926c863933e,12/11/15,21/01/16,24/01/16,1,1,4,0,45,2,1,3,6,2.0,5.0,7,2,F,1,251035a785a5852611b15b4586e92cda15385553121e9edb6db0e966233fa941,C,A,da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c
c51d29367665e9066627c1b8f1b7b123d414b876b1e4a9d2fd766fd4dedc715d,05/12/16,05/01/17,07/01/17,3,1,6,0,46,1,1,3,4,3.0,5.0,1,3,F,1,251035a785a5852611b15b4586e92cda15385553121e9edb6db0e966233fa941,E,A,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc
eab2005d98314bb524836096196c69b9c0bb1fb1f27406017ae29c5004d5fac4,03/10/16,02/01/17,05/01/17,1,1,5,0,45,1,5,3,6,1.0,5.0,1,3,F,1,251035a785a5852611b15b4586e92cda15385553121e9edb6db0e966233fa941,E,A,c75cb66ae28d8ebc6eded002c28a8ba0d06d3a78c6b5cbf9b2ade051f0775ac4
6441a3df21efab9ac97a4e56cbc1e07ae8289acefae7e3b820fe4044ac87b616,29/09/14,01/01/15,04/01/15,3,2,2,0,45,2,1,4,3,1.0,8.0,7,2,F,1,189c4fe90e35fad30793a663bc9f84ce10db20486442f338080e3cf21bb2ea37,C,A,da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c
d0abcfb3f9605f5afee7ccd11ec23973a672c9b7f50083e1d2bc2ee160081ca9,29/09/14,23/01/15,26/01/15,3,2,3,0,45,2,4,5,3,2.0,8.0,10,3,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,B,A,0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9
27810c8e1a3f576bea1f1e38d6e9de3abacf7ad746445218d1c0d425490fb41c,20/08/15,25/09/15,28/09/15,3,2,2,0,45,2,2,4,3,4.0,8.0,2,3,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,D,C,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35
d3c0d9aa4ad04a85d49b9401da1e5459dbff0a75573cdaa23f21345ff0ac406f,07/12/15,23/01/16,25/01/16,3,2,2,0,45,2,1,4,2,2.0,8.0,7,3,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,C,B,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767
3f0d61aac2bf915251db36acf874260381e9129b773760f7ac0e18be73778c0e,01/01/16,14/04/16,17/04/16,1,2,4,0,45,1,1,2,3,2.0,8.0,6,5,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,F,A,b17ef6d19c7a5b1ee83b907c595526dcb1eb06db8227d650d5dda0a9f4ce8cd9
134b4ec07458c97243201546179604dbc9fdfed84ce27e012fc9b10cf0c69d01,15/02/17,05/04/17,06/04/17,1,2,2,0,45,3,3,3,1,2.0,8.0,3,2,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,F,A,4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce
9e0da3e70b8071d35d71530103849b3c17a229e4f3c2e6094da6b5f193faf34c,20/02/17,06/04/17,08/04/17,1,2,2,0,45,3,1,3,2,2.0,8.0,5,4,B,1,27021035e8493c478f8adb831dc7d86e382fc410fbb69a27930d2d06043cef62,F,A,670671cd97404156226e507973f2ab8330d3022ca96e0c93bdbdb320c41adcaf
